4194304,20,64,1,16,2,with,77.6215419769
4194304,20,64,1,16,2,with,79.7537989616
4194304,20,64,1,16,2,with,76.4515299797
4194304,20,64,1,16,2,with,81.2332570553
4194304,20,64,1,16,2,with,78.2868249416
4194304,20,64,1,16,2,with,81.5767991543
4194304,20,64,1,16,2,with,80.511702776
4194304,20,64,1,16,2,with,77.5362491608
4194304,20,64,1,16,2,with,81.5345230103
4194304,20,64,1,16,2,with,79.7892618179
4194304,20,64,1,16,2,with,79.3549158573
4194304,20,64,1,16,2,with,78.6205630302
4194304,20,64,1,16,2,with,83.6988759041
4194304,20,64,1,16,2,with,82.7743167877
4194304,20,64,1,16,2,with,81.8658549786
4194304,20,64,1,16,2,with,77.8274879456
4194304,20,64,1,16,2,with,82.3571748734
4194304,20,64,1,16,2,with,78.2362418175
4194304,20,64,1,16,2,with,79.5199348927
4194304,20,64,1,16,2,with,78.6991999149
4194304,20,64,1,16,2,with,77.8173909187
4194304,20,64,1,16,2,with,80.8745219707
4194304,20,64,1,16,2,with,78.070401907
4194304,20,64,1,16,2,with,77.1643509865
4194304,20,64,1,16,2,with,77.0899541378
4194304,20,64,1,16,2,with,78.261713028
4194304,20,64,1,16,2,with,76.5693268776
4194304,20,64,1,16,2,with,79.138258934
4194304,20,64,1,16,2,with,77.4588871002
4194304,20,64,1,16,2,with,77.8765079975
4194304,20,64,1,16,2,with,77.8464698792
4194304,20,64,1,16,2,with,77.1424460411
4194304,20,64,1,16,2,with,77.3702340126
4194304,20,64,1,16,2,with,78.4435629845
4194304,20,64,1,16,2,with,77.7585179806
4194304,20,64,1,16,2,with,80.6055788994
4194304,20,64,1,16,2,with,81.2411620617
4194304,20,64,1,16,2,with,82.1568908691
4194304,20,64,1,16,2,with,79.7705218792
4194304,20,64,1,16,2,with,81.2120060921
4194304,20,64,1,16,2,with,81.7107181549
4194304,20,64,1,16,2,with,79.3295750618
4194304,20,64,1,16,2,with,79.3318200111
4194304,20,64,1,16,2,with,78.7564060688
4194304,20,64,1,16,2,with,82.6845641136
4194304,20,64,1,16,2,with,80.881814003
4194304,20,64,1,16,2,with,80.1436882019
4194304,20,64,1,16,2,with,80.8195419312
4194304,20,64,1,16,2,with,79.3330609798
4194304,20,64,1,16,2,with,76.8658089638
2048,20,64,4,16,2,with,7.55488204956
2048,20,64,4,16,2,with,6.57377195358
2048,20,64,4,16,2,with,6.38166904449
2048,20,64,4,16,2,with,6.46990299225
2048,20,64,4,16,2,with,6.54451680183
2048,20,64,4,16,2,with,6.90788578987
2048,20,64,4,16,2,with,6.6667599678
2048,20,64,4,16,2,with,6.5706679821
2048,20,64,4,16,2,with,6.56508994102
2048,20,64,4,16,2,with,6.50498104095
2048,20,64,4,16,2,with,6.49211287498
2048,20,64,4,16,2,with,6.5823829174
2048,20,64,4,16,2,with,6.5603120327
2048,20,64,4,16,2,with,6.62308192253
2048,20,64,4,16,2,with,6.80683708191
2048,20,64,4,16,2,with,6.5264980793
2048,20,64,4,16,2,with,6.60571789742
2048,20,64,4,16,2,with,6.58263397217
2048,20,64,4,16,2,with,6.54960799217
2048,20,64,4,16,2,with,6.62704586983
2048,20,64,4,16,2,with,6.50982117653
2048,20,64,4,16,2,with,6.74852919579
2048,20,64,4,16,2,with,6.56605696678
2048,20,64,4,16,2,with,6.76092600822
2048,20,64,4,16,2,with,6.49628710747
2048,20,64,4,16,2,with,6.59046196938
2048,20,64,4,16,2,with,7.04940009117
2048,20,64,4,16,2,with,6.57843613625
2048,20,64,4,16,2,with,6.59295487404
2048,20,64,4,16,2,with,6.48528504372
2048,20,64,4,16,2,with,6.41375494003
2048,20,64,4,16,2,with,6.68478393555
2048,20,64,4,16,2,with,6.57572793961
2048,20,64,4,16,2,with,6.68043017387
2048,20,64,4,16,2,with,6.55070495605
2048,20,64,4,16,2,with,6.7183380127
2048,20,64,4,16,2,with,7.64500808716
2048,20,64,4,16,2,with,6.55921602249
2048,20,64,4,16,2,with,6.83726000786
2048,20,64,4,16,2,with,6.6119890213
2048,20,64,4,16,2,with,6.58131098747
2048,20,64,4,16,2,with,6.59607791901
2048,20,64,4,16,2,with,6.45570993423
2048,20,64,4,16,2,with,6.87679100037
2048,20,64,4,16,2,with,6.49723100662
2048,20,64,4,16,2,with,6.45711898804
2048,20,64,4,16,2,with,6.63407421112
2048,20,64,4,16,2,with,6.79852700233
2048,20,64,4,16,2,with,6.4872739315
2048,20,64,4,16,2,with,6.63448095322
4194304,20,64,1,16,2,without,84.2789070606
4194304,20,64,1,16,2,without,87.9440670013
4194304,20,64,1,16,2,without,90.6759831905
4194304,20,64,1,16,2,without,89.6373569965
4194304,20,64,1,16,2,without,81.9552519321
4194304,20,64,1,16,2,without,91.2993049622
4194304,20,64,1,16,2,without,90.8086941242
4194304,20,64,1,16,2,without,88.0876140594
4194304,20,64,1,16,2,without,90.7711100578
4194304,20,64,1,16,2,without,83.7978420258
4194304,20,64,1,16,2,without,87.8795681
4194304,20,64,1,16,2,without,91.7317419052
4194304,20,64,1,16,2,without,85.463488102
4194304,20,64,1,16,2,without,89.4091031551
4194304,20,64,1,16,2,without,85.9882030487
4194304,20,64,1,16,2,without,84.8524398804
4194304,20,64,1,16,2,without,89.1695621014
4194304,20,64,1,16,2,without,81.5581309795
4194304,20,64,1,16,2,without,83.3262848854
4194304,20,64,1,16,2,without,84.2943129539
4194304,20,64,1,16,2,without,88.093793869
4194304,20,64,1,16,2,without,81.980066061
4194304,20,64,1,16,2,without,88.5154519081
4194304,20,64,1,16,2,without,84.6025810242
4194304,20,64,1,16,2,without,87.3954749107
4194304,20,64,1,16,2,without,83.4415040016
4194304,20,64,1,16,2,without,89.1136460304
4194304,20,64,1,16,2,without,92.8966970444
4194304,20,64,1,16,2,without,87.6989109516
4194304,20,64,1,16,2,without,85.7431621552
4194304,20,64,1,16,2,without,88.9771640301
4194304,20,64,1,16,2,without,84.1855020523
4194304,20,64,1,16,2,without,86.0082800388
4194304,20,64,1,16,2,without,88.9249908924
4194304,20,64,1,16,2,without,87.2407331467
4194304,20,64,1,16,2,without,83.6590869427
4194304,20,64,1,16,2,without,88.3682260513
4194304,20,64,1,16,2,without,89.103304863
4194304,20,64,1,16,2,without,84.3299949169
4194304,20,64,1,16,2,without,87.2433800697
4194304,20,64,1,16,2,without,84.0814831257
4194304,20,64,1,16,2,without,93.4018249512
4194304,20,64,1,16,2,without,81.8738460541
4194304,20,64,1,16,2,without,89.4502120018
4194304,20,64,1,16,2,without,81.503082037
4194304,20,64,1,16,2,without,90.5809030533
4194304,20,64,1,16,2,without,81.0191178322
4194304,20,64,1,16,2,without,84.0854759216
4194304,20,64,1,16,2,without,79.6344008446
4194304,20,64,1,16,2,without,81.0246081352
2048,20,64,4,16,2,without,8.41212701797
2048,20,64,4,16,2,without,8.00799798965
2048,20,64,4,16,2,without,6.53521299362
2048,20,64,4,16,2,without,6.62468600273
2048,20,64,4,16,2,without,6.77578306198
2048,20,64,4,16,2,without,6.56784415245
2048,20,64,4,16,2,without,6.6797440052
2048,20,64,4,16,2,without,6.67925310135
2048,20,64,4,16,2,without,6.50112199783
2048,20,64,4,16,2,without,6.54991602898
2048,20,64,4,16,2,without,6.73166584969
2048,20,64,4,16,2,without,6.5243139267
2048,20,64,4,16,2,without,6.56207299232
2048,20,64,4,16,2,without,6.71009588242
2048,20,64,4,16,2,without,6.39842700958
2048,20,64,4,16,2,without,6.60481309891
2048,20,64,4,16,2,without,6.41114807129
2048,20,64,4,16,2,without,9.07855296135
2048,20,64,4,16,2,without,6.62432289124
2048,20,64,4,16,2,without,6.78028607368
2048,20,64,4,16,2,without,6.51082611084
2048,20,64,4,16,2,without,6.35812902451
2048,20,64,4,16,2,without,6.45728898048
2048,20,64,4,16,2,without,6.50294184685
2048,20,64,4,16,2,without,6.34757184982
2048,20,64,4,16,2,without,6.48458695412
2048,20,64,4,16,2,without,6.6008939743
2048,20,64,4,16,2,without,6.63326501846
2048,20,64,4,16,2,without,6.50203204155
