16,128,2,with,47.0107579231
16,128,2,with,46.7720251083
16,128,2,with,41.7672789097
16,128,2,with,40.6992380619
16,128,2,with,38.0064511299
16,128,2,with,46.6764051914
16,128,2,with,40.507420063
16,128,2,with,42.5697550774
16,128,2,with,38.19845891
16,128,2,with,44.586700201
16,512,2,with,105.855530977
16,512,2,with,118.477876902
16,512,2,with,133.752868891
16,512,2,with,111.209551096
16,512,2,with,113.348185778
16,512,2,with,120.571418047
16,512,2,with,127.098062992
16,512,2,with,112.236482143
16,512,2,with,112.628912926
16,512,2,with,121.576790094
16,1024,2,with,426.278199911
16,1024,2,with,371.436318159
16,1024,2,with,379.14187479
16,1024,2,with,401.454061985
16,1024,2,with,387.045655966
16,1024,2,with,375.243728876
16,1024,2,with,381.154049158
16,1024,2,with,429.299062967
16,1024,2,with,379.696890831
16,1024,2,with,373.250703096
16,1024,4,with,156.376784086
16,1024,4,with,151.792798042
16,1024,4,with,155.075089931
16,1024,4,with,160.652052879
16,1024,4,with,142.379649878
16,1024,4,with,146.607458115
16,1024,4,with,164.90576601
16,1024,4,with,162.556338787
16,1024,4,with,150.548223019
16,1024,4,with,158.322213173
24,128,2,with,129.433973789
24,128,2,with,140.615662098
24,128,2,with,158.582660913
24,128,2,with,155.572373152
24,128,2,with,137.722103119
24,128,2,with,141.232270002
24,128,2,with,152.56001997
24,128,2,with,151.262794971
24,128,2,with,139.141370058
24,128,2,with,137.528556108
24,512,2,with,337.213788033
24,512,2,with,421.729408026
24,512,2,with,334.776032925
24,512,2,with,353.753564119
24,512,2,with,375.606514931
24,512,2,with,419.680029154
24,512,2,with,344.351153851
24,512,2,with,385.929953814
24,512,2,with,376.859442949
24,512,2,with,428.745191097
24,1024,2,with,1251.52415109
24,1024,2,with,1337.71813607
24,1024,2,with,1221.65552998
24,1024,2,with,1240.79956412
24,1024,2,with,1234.25316405
24,1024,2,with,1343.52571011
24,1024,2,with,1197.45836401
24,1024,2,with,1200.3344481
24,1024,2,with,1210.66657805
24,1024,2,with,1380.35748792
24,1024,4,with,511.750594854
24,1024,4,with,467.268034935
24,1024,4,with,514.213181973
24,1024,4,with,479.781599998
24,1024,4,with,501.701220036
24,1024,4,with,476.809278965
24,1024,4,with,507.677461863
24,1024,4,with,479.56904006
24,1024,4,with,485.601780891
24,1024,4,with,467.850407124
32,128,2,with,309.945057154
32,128,2,with,302.458942175
32,128,2,with,294.514343977
32,128,2,with,309.116086006
32,128,2,with,349.370112896
32,128,2,with,297.256431103
32,128,2,with,314.220381975
32,128,2,with,306.506227016
32,128,2,with,334.964603901
32,128,2,with,285.179764986
16,128,2,without,41.8484559059
16,128,2,without,42.9730489254
16,128,2,without,39.3186049461
16,128,2,without,37.8536188602
16,128,2,without,42.9105229378
16,128,2,without,39.07918787
16,128,2,without,40.423776865
16,128,2,without,36.4911570549
16,128,2,without,43.1690649986
16,128,2,without,39.4116380215
16,512,2,without,109.525779963
16,512,2,without,103.581063032
16,512,2,without,110.536683083
16,512,2,without,119.656881094
16,512,2,without,134.448807001
16,512,2,without,103.613815784
16,512,2,without,111.220224857
16,512,2,without,116.196784019
16,512,2,without,128.083295107
16,512,2,without,98.8219380379
16,1024,2,without,377.130505085
16,1024,2,without,377.426926136
16,1024,2,without,369.872731924
16,1024,2,without,406.32171607
16,1024,2,without,430.373368025
16,1024,2,without,378.044378042
16,1024,2,without,381.988686085
16,1024,2,without,384.452116013
16,1024,2,without,437.327352047
16,1024,2,without,376.542657852
16,1024,4,without,150.340586901
16,1024,4,without,173.019265175
16,1024,4,without,170.522830009
16,1024,4,without,159.934615135
16,1024,4,without,147.383394003
16,1024,4,without,166.299920082
16,1024,4,without,165.247447014
16,1024,4,without,157.651896954
16,1024,4,without,160.810229778
16,1024,4,without,191.734216928
24,128,2,without,131.179595947
24,128,2,without,125.239104033
24,128,2,without,125.998643875
24,128,2,without,142.621431828
24,128,2,without,130.657459974
24,128,2,without,127.211237907
24,128,2,without,128.835779905
24,128,2,without,154.467624903
24,128,2,without,131.743695974
24,128,2,without,132.566233873
24,512,2,without,353.805472851
24,512,2,without,356.945175171
24,512,2,without,387.35640502
24,512,2,without,468.974328995
24,512,2,without,342.508975029
24,512,2,without,358.456176996
24,512,2,without,401.470191956
24,512,2,without,452.811530828
24,512,2,without,335.263020992
24,512,2,without,356.811576128
24,1024,2,without,1260.9299159
24,1024,2,without,1423.59883285
24,1024,2,without,1228.74404383
24,1024,2,without,1217.19740295
24,1024,2,without,1255.96581197
24,1024,2,without,1392.1076951
24,1024,2,without,1203.35873604
24,1024,2,without,1210.41197491
24,1024,2,without,1339.24823904
24,1024,4,without,475.096899986
24,1024,4,without,502.981712818
24,1024,4,without,498.424035072
24,1024,4,without,484.461778879
24,1024,4,without,473.810853004
24,1024,4,without,474.333474159
24,1024,4,without,477.295326948
24,1024,4,without,481.592971087
24,1024,4,without,466.399919987
24,1024,4,without,467.818873167
32,128,2,without,292.654295921
32,128,2,without,324.007187128
32,128,2,without,282.331239939
32,128,2,without,282.104413986
32,128,2,without,274.02333498
32,128,2,without,315.241505146
32,128,2,without,286.616020918
32,128,2,without,294.312556028
32,128,2,without,286.655622005
32,128,2,without,312.580764055
